origem;destino;preco;duracao
SBCT;SBCJ;[797, 862, 970, 1035];'[''14h 25m'', ''14h 25m'', ''6h 5m'', ''6h 5m'']'
SBCT;SBPB;[];[]
SBCT;SBCB;[914, 999];'[''19h 40m'', ''19h 40m'']'
SBCT;SBCP;[644, 724];'[''4h 55m'', ''4h 55m'']'
SBCT;SBME;[];[]
SBCT;SBNT;[];[]
SBCT;SBJI;[];[]
SBCT;SBCX;[815, 815, 880, 880];'[''3h 40m'', ''4h 30m'', ''3h 40m'', ''4h 30m'']'
SBCT;SBPK;[442, 522, 984, 1069];'[''5h 50m'', ''5h 50m'', ''4h 45m'', ''4h 45m'']'
SBCT;SBSM;[346, 426];'[''3h 35m'', ''3h 35m'']'
SBCT;SBAE;[];[]
SBCT;SBSJ;[214, 294];'[''3h 35m'', ''3h 35m'']'
SBRJ;SBCZ;[1079, 1144];'[''8h'', ''8h'']'
SBRJ;SBTT;[1186, 1266];'[''13h 5m'', ''13h 5m'']'
SBRJ;SNTF;[];[]
SBRJ;SWLC;[625, 705, 801, 886];'[''6h 20m'', ''6h 20m'', ''3h 55m'', ''3h 55m'']'
SBRJ;SBZM;[];[]
SBRJ;SBJF;[];[]
SBRJ;SBDB;[];[]
SBRJ;SBDO;[];[]
SBRJ;SBTG;[];[]
SBRJ;SWRD;[892, 957];'[''4h 20m'', ''4h 20m'']'
SBRJ;SBTB;[];[]
SBRJ;SBCJ;[835, 900, 1285, 1350];'[''4h 5m'', ''4h 5m'', ''4h 5m'', ''4h 5m'']'
SBRJ;SBPB;[];[]
SBRJ;SBCP;[320, 400];'[''55m'', ''55m'']'
SBRJ;SBME;[];[]
SBRJ;SBNT;[];[]
SBRJ;SBJI;[];[]
SBRJ;SBPK;[856, 941, 1176, 1261];'[''15h 20m'', ''15h 20m'', ''3h 55m'', ''3h 55m'']'
SBRJ;SBSM;[567, 647, 759, 839];'[''7h 40m'', ''7h 40m'', ''5h 20m'', ''5h 20m'']'
SBRJ;SBAE;[];[]
SBRJ;SBSJ;[96, 176];'[''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'']'
SBSG;SBCZ;[1645, 1710];'[''9h 25m'', ''9h 25m'']'
SBSG;SBTT;[1187, 1267];'[''13h 10m'', ''13h 10m'']'
SBSG;SNTF;[];[]
SBSG;SBCN;[2100, 2185];'[''13h 30m'', ''13h 30m'']'
SBSG;SWLC;[1986, 2071, 2100, 2185];'[''8h 40m'', ''8h 40m'', ''18h 25m'', ''18h 25m'']'
SBSG;SBZM;[];[]
SBSG;SBCR;[1120, 1200];['17h 25m', '17h 25m']
SBSG;SBDO;[];[]
SBSG;SBTG;[];[]
SBSG;SWSI;[1011, 1091];'[''9h 5m'', ''9h 5m'']'
SBSG;SBCJ;[1122, 1187];'[''9h 35m'', ''9h 35m'']'
SBSG;SBPB;[];[]
SBSG;SBCB;[1070, 1150];'[''20h 5m'', ''20h 5m'']'
SBSG;SBME;[];[]
SBSG;SSKW;[1180, 1260];'[''17h 40m'', ''17h 40m'']'
SBSG;SBJI;[];[]
SBSG;SBVH;[885, 965];'[''17h 45m'', ''17h 45m'']'
SBSG;SBPK;[1030, 1110];'[''15h 25m'', ''15h 25m'']'
SBSG;SBAU;[1352, 1432, 2100, 2185];'[''8h 30m'', ''8h 30m'', ''8h 15m'', ''8h 15m'']'
SBSG;SBAE;[];[]
SBPV;SBCZ;[629, 694];'[''14h 5m'', ''14h 5m'']'
SBPV;SBTF;[1025, 1110];['11h 20m', '11h 20m']
SBPV;SBLE;[1008, 1088];'[''22h 55m'', ''22h 55m'']'
SBPV;SBUF;[1092, 1172];['15h 40m', '15h 40m']
SBPV;SNTF;[];[]
SBPV;SBCN;[2100, 2185];'[''11h 55m'', ''11h 55m'']'
SBPV;SWLC;[1065, 1145, 1171, 1251];'[''13h 30m'', ''13h 30m'', ''13h 30m'', ''13h 30m'']'
SBPV;SBZM;[];[]
SBPV;SBCR;[1011, 1096];['15h 50m', '15h 50m']
SBPV;SBDO;[];[]
SBPV;SBTG;[];[]
SBPV;SBAT;[];[]
SBPV;SWRD;[1568, 1633];'[''9h 30m'', ''9h 30m'']'
SBPV;SBTB;[];[]
SBPV;SBCJ;[1301, 1366, 1632, 1697];'[''9h 55m'', ''9h 55m'', ''10h 5m'', ''10h 5m'']'
SBPV;SBSN;[821, 896];'[''3h 5m'', ''3h 5m'']'
SBPV;SBKG;[1377, 1442];'[''11h 45m'', ''11h 45m'']'
SBPV;SBPB;[];[]
SBPV;SBCP;[692, 772];'[''8h 45m'', ''8h 45m'']'
SBPV;SBME;[];[]
SBPV;SBNT;[];[]
SBPV;SSKW;[2100, 2185];'[''12h 45m'', ''12h 45m'']'
SBPV;SBCX;[936, 1001, 1076, 1141];'[''13h 15m'', ''13h 15m'', ''12h 45m'', ''12h 45m'']'
SBPV;SBSM;[1279, 1359];'[''14h 55m'', ''14h 55m'']'
SBPV;SBAE;[];[]
SBPV;SBSJ;[808, 888, 1176, 1261];'[''17h 15m'', ''17h 15m'', ''17h 15m'', ''17h 15m'']'
SBPA;SBTT;[817, 897];'[''13h 20m'', ''13h 20m'']'
SBPA;SBTF;[1465, 1545];['13h 5m', '13h 5m']
SBPA;SBLE;[1026, 1106];'[''17h 55m'', ''17h 55m'']'
SBPA;SBUF;[753, 833];['18h 20m', '18h 20m']
SBPA;SNTF;[];[]
SBPA;SWLC;[613, 693];'[''4h 35m'', ''4h 35m'']'
SBPA;SBZM;[];[]
SBPA;SBDB;[];[]
SBPA;SBDO;[];[]
SBPA;SBTG;[];[]
SBPA;SWRD;[1099, 1164];'[''4h 35m'', ''4h 35m'']'
SBPA;SBTB;[];[]
SBPA;SBCJ;[722, 787, 970, 1035];'[''7h'', ''7h'', ''6h 55m'', ''6h 55m'']'
SBPA;SBPB;[];[]
SBPA;SBCP;[469, 549];'[''5h 45m'', ''5h 45m'']'
SBPA;SBME;[];[]
SBPA;SBNT;[];[]
SBPA;SBJI;[];[]
SBPA;SBPK;[94, 159];'[''55m'', ''55m'']'
SBPA;SBSM;[230, 310];'[''1h'', ''1h'']'
SBPA;SBAE;[];[]
SBPA;SBSJ;[369, 449, 720, 805];'[''11h 25m'', ''11h 25m'', ''8h 5m'', ''8h 5m'']'
SBSP;SBUF;[683];'[''6h 40m'']'
SBSP;SNTF;[];[]
SBSP;SBJU;[989, 1054, 2000, 2100];'[''11h 40m'', ''11h 40m'', ''6h 25m'', ''9h 20m'']'
SBSP;SBZM;[];[]
SBSP;SBJF;[];[]
SBSP;SBDB;[];[]
SBSP;SBDO;[];[]
SBSP;SBTG;[];[]
SBSP;SWRD;[];[]
SBSP;SBTB;[];[]
SBSP;SBCJ;[873, 938, 1165, 1230];'[''5h 25m'', ''5h 25m'', ''6h'', ''6h'']'
SBSP;SBKG;[837, 902, 1011, 1086];'[''16h 10m'', ''16h 10m'', ''7h 25m'', ''7h 25m'']'
SBSP;SBPB;[];[]
SBSP;SBCA;[579, 659];'[''3h 5m'', ''3h 5m'']'
SBSP;SBME;[];[]
SBSP;SBNT;[];[]
SBSP;SSKW;[2100, 2185];'[''8h 50m'', ''8h 50m'']'
SBSP;SBJI;[];[]
SBSP;SBVH;[1126, 1206, 2100, 2185];'[''8h 55m'', ''8h 55m'', ''8h 55m'', ''8h 55m'']'
SBSP;SBPK;[513, 593];'[''3h 55m'', ''3h 55m'']'
SBSP;SBSM;[709, 789];'[''5h 25m'', ''5h 25m'']'
SBSP;SBCH;[1065];'[''6h 50m'']'
SBSP;SBAU;[148];'[''1h 30m'']'
SBSP;SBAE;[];[]
SBGR;SBTF;[];[]
SBGR;SBLE;[848, 928];'[''15h 25m'', ''15h 25m'']'
SBGR;SBUF;[2019, 2185];['18h 10m', '18h 10m']
SBGR;SNTF;[];[]
SBGR;SBCN;[1950, 2100];['3h 35m', '3h 35m']
SBGR;SBZM;[];[]
SBGR;SBJF;[];[]
SBGR;SBDB;[];[]
SBGR;SBDO;[];[]
SBGR;SBTG;[];[]
SBGR;SWRD;[];[]
SBGR;SBTB;[];[]
SBGR;SBCJ;[350, 415, 804, 826];'[''16h 35m'', ''16h 35m'', ''4h 40m'', ''6h 5m'']'
SBGR;SBPB;[];[]
SBGR;SBCP;[481, 566];'[''4h 55m'', ''4h 55m'']'
SBGR;SBME;[];[]
SBGR;SBNT;[];[]
SBGR;SSKW;[855, 935, 1149, 1229];'[''15h 10m'', ''15h 10m'', ''7h 25m'', ''7h 25m'']'
SBGR;SBJI;[];[]
SBGR;SBCX;[592, 657];'[''1h 40m'', ''1h 40m'']'
SBGR;SBPK;[459, 539];'[''4h 5m'', ''4h 5m'']'
SBGR;SBSM;[475, 555];'[''5h'', ''5h'']'
SBGR;SBAU;[101];'[''1h 20m'']'
SBGR;SBAE;[];[]
SBGR;SBKP;[422, 566, 627, 799];'[''4h 55m'', ''10h 10m'', ''10h 15m'', ''10h'']'
SBGR;SBDN;[326];'[''1h 10m'']'
SBGR;SBSP;[];[]
SBGL;SBTT;[1894, 1979];'[''13h 5m'', ''13h 5m'']'
SBGL;SBTF;[2100, 2185];['12h 40m', '12h 40m']
SBGL;SBUF;[408, 488, 1923, 2093];['23h 35m', '23h 35m', '23h 35m', '23h 35m']
SBGL;SNTF;[];[]
SBGL;SWLC;[931, 1011];'[''6h 30m'', ''6h 30m'']'
SBGL;SBZM;[];[]
SBGL;SBJF;[];[]
SBGL;SBDB;[];[]
SBGL;SBDO;[];[]
SBGL;SBTG;[];[]
SBGL;SWRD;[839, 904];'[''4h 20m'', ''4h 20m'']'
SBGL;SBTB;[];[]
SBGL;SBCJ;[795, 860, 1007, 1072];'[''14h 45m'', ''14h 45m'', ''4h 5m'', ''4h 5m'']'
SBGL;SBPB;[];[]
SBGL;SBME;[];[]
SBGL;SBNT;[];[]
SBGL;SBJI;[];[]
SBGL;SBPK;[970, 1055, 2093, 2178];'[''15h 20m'', ''15h 20m'', ''6h 40m'', ''6h 40m'']'
SBGL;SBSM;[584, 664, 966, 1051];'[''18h 15m'', ''18h 15m'', ''7h 55m'', ''7h 55m'']'
SBGL;SBAE;[];[]
SBKP;SBTT;[1643, 1728];'[''11h 10m'', ''11h 10m'']'
SBKP;SBTF;[2100, 2185];['10h 55m', '10h 55m']
SBKP;SBLE;[1921, 2091];['8h 50m', '8h 50m']
SBKP;SBUF;[812, 892];['15h 45m', '15h 45m']
SBKP;SNTF;[];[]
SBKP;SBCN;[1008, 1088, 2073, 2185];['1h 35m', '1h 35m', '3h 20m', '3h 20m']
SBKP;SWLC;[420, 500];'[''2h'', ''2h'']'
SBKP;SBZM;[];[]
SBKP;SBDB;[];[]
SBKP;SBDO;[];[]
SBKP;SBTG;[];[]
SBKP;SWRD;[441, 521];'[''1h 55m'', ''1h 55m'']'
SBKP;SBTB;[];[]
SBKP;SBCJ;[309, 389, 873, 931];'[''13h 25m'', ''13h 25m'', ''4h 35m'', ''8h'']'
SBKP;SBPB;[];[]
SBKP;SBCP;[308, 388];'[''3h 20m'', ''3h 20m'']'
SBKP;SBME;[];[]
SBKP;SBNT;[];[]
SBKP;SBJI;[];[]
SBKP;SBCX;[590, 670];'[''1h 35m'', ''1h 35m'']'
SBKP;SBPK;[1016, 1101];'[''3h 40m'', ''3h 40m'']'
SBKP;SBSM;[406, 486];'[''3h 30m'', ''3h 30m'']'
SBKP;SBAE;[];[]
SBFL;SBFZ;[835, 900, 935, 969];'[''7h 20m'', ''7h 20m'', ''7h 30m'', ''6h'']'
SBSM;SBPA;[230, 310];'[''45m'', ''45m'']'
SBCJ;SBGL;[795, 796, 860, 861];'[''21h'', ''9h 10m'', ''21h'', ''9h 10m'']'
SBSJ;SBRF;[670, 750, 2092, 2185];'[''6h'', ''6h'', ''13h 50m'', ''13h 50m'']'
SBSM;SBBR;[719, 799];'[''7h'', ''7h'']'
SBJF;SBSP;[];[]
SSKW;SBCY;[794, 874];'[''1h 20m'', ''1h 20m'']'
SBTG;SBGL;[];[]
SNTF;SBPA;[];[]
SWLC;SBCT;[476, 556];'[''5h 45m'', ''5h 45m'']'
SBCJ;SBBR;[949, 1014, 1043, 1123];'[''6h 50m'', ''6h 50m'', ''6h 25m'', ''6h 25m'']'
SWCA;SBEG;[842];'[''4h 45m'']'
SWLC;SBKP;[420, 500];'[''1h 50m'', ''1h 50m'']'
SBSM;SBGL;[450, 530];'[''7h 10m'', ''7h 10m'']'
